observed Discharge Funudsbach from TIWAG gauge and H-Loggers [m3/s]
YYYY	MM	DD	HH	1595	1935	2012	2021
YYYY	MM	DD	HH	221847.733	219661.222	218687.432	218296.567
YYYY	MM	DD	HH	42720.77	42183.67	42391.33	42459.4
YYYY	MM	DD	HH	Fundus 1989	Fundus A	Fundus B	Fundus C
2013	8	5	3	0.594	-9999	-9999	-9999
2013	8	5	4	0.591	-9999	-9999	-9999
2013	8	5	5	0.587	-9999	-9999	-9999
2013	8	5	6	0.585	-9999	-9999	-9999
2013	8	5	7	0.587	-9999	-9999	-9999
2013	8	5	8	0.585	-9999	-9999	-9999
2013	8	5	9	0.578	-9999	-9999	-9999
2013	8	5	10	0.577	-9999	-9999	-9999
2013	8	5	11	0.577	-9999	-9999	-9999
2013	8	5	12	0.573	-9999	-9999	-9999
2013	8	5	13	0.568	-9999	-9999	-9999
2013	8	5	14	0.564	-9999	-9999	-9999
2013	8	5	15	0.559	-9999	-9999	-9999
2013	8	5	16	0.552	-9999	-9999	-9999
2013	8	5	17	0.548	-9999	-9999	-9999
2013	8	5	18	0.545	-9999	-9999	-9999
2013	8	5	19	0.543	-9999	-9999	-9999
2013	8	5	20	0.542	-9999	-9999	-9999
2013	8	5	21	0.546	-9999	-9999	-9999
2013	8	5	22	0.554	-9999	-9999	-9999
2013	8	5	23	0.556	-9999	-9999	-9999
2013	8	6	0	0.554	-9999	-9999	-9999
2013	8	6	1	0.557	-9999	-9999	-9999
2013	8	6	2	0.559	-9999	-9999	-9999
2013	8	6	3	0.56	-9999	-9999	-9999
2013	8	6	4	0.563	-9999	-9999	-9999
2013	8	6	5	0.562	-9999	-9999	-9999
2013	8	6	6	0.56	-9999	-9999	-9999
2013	8	6	7	0.561	-9999	-9999	-9999
2013	8	6	8	0.559	-9999	-9999	-9999
2013	8	6	9	0.555	-9999	-9999	-9999
2013	8	6	10	0.556	-9999	-9999	-9999
2013	8	6	11	0.559	-9999	-9999	-9999
2013	8	6	12	0.556	-9999	-9999	-9999
2013	8	6	13	0.549	-9999	-9999	-9999
2013	8	6	14	0.543	-9999	-9999	-9999
2013	8	6	15	0.539	-9999	-9999	-9999
2013	8	6	16	0.534	-9999	-9999	-9999
2013	8	6	17	0.525	-9999	-9999	-9999
2013	8	6	18	0.524	-9999	-9999	-9999
2013	8	6	19	0.524	-9999	-9999	-9999
2013	8	6	20	0.526	-9999	-9999	-9999
2013	8	6	21	0.527	-9999	-9999	-9999
2013	8	6	22	0.529	-9999	-9999	-9999
2013	8	6	23	0.537	-9999	-9999	-9999
2013	8	7	0	0.54	-9999	-9999	-9999
2013	8	7	1	0.544	-9999	-9999	-9999
2013	8	7	2	0.545	-9999	-9999	-9999
2013	8	7	3	0.546	-9999	-9999	-9999
2013	8	7	4	0.548	-9999	-9999	-9999
2013	8	7	5	0.547	-9999	-9999	-9999
2013	8	7	6	0.548	-9999	-9999	-9999
2013	8	7	7	0.547	-9999	-9999	-9999
2013	8	7	8	0.545	-9999	-9999	-9999
2013	8	7	9	0.544	-9999	-9999	-9999
2013	8	7	10	0.543	-9999	-9999	-9999
2013	8	7	11	0.54	-9999	-9999	-9999
2013	8	7	12	0.54	-9999	-9999	-9999
2013	8	7	13	0.534	-9999	-9999	-9999
2013	8	7	14	0.53	-9999	-9999	-9999
2013	8	7	15	0.524	-9999	-9999	-9999
2013	8	7	16	0.523	-9999	-9999	-9999
2013	8	7	17	0.517	-9999	-9999	-9999
2013	8	7	18	0.517	-9999	-9999	-9999
2013	8	7	19	0.517	-9999	-9999	-9999
2013	8	7	20	0.516	-9999	-9999	-9999
2013	8	7	21	0.518	-9999	-9999	-9999
2013	8	7	22	0.521	-9999	-9999	-9999
2013	8	7	23	0.529	-9999	-9999	-9999
2013	8	8	0	0.53	-9999	-9999	-9999
2013	8	8	1	0.529	-9999	-9999	-9999
2013	8	8	2	0.53	-9999	-9999	-9999
2013	8	8	3	0.531	-9999	-9999	-9999
2013	8	8	4	0.532	-9999	-9999	-9999
2013	8	8	5	0.537	-9999	-9999	-9999
2013	8	8	6	0.533	-9999	-9999	-9999
2013	8	8	7	0.533	-9999	-9999	-9999
2013	8	8	8	0.535	-9999	-9999	-9999
2013	8	8	9	0.533	-9999	-9999	-9999
2013	8	8	10	0.527	-9999	-9999	-9999
2013	8	8	11	0.527	-9999	-9999	-9999
2013	8	8	12	0.526	-9999	-9999	-9999
2013	8	8	13	0.525	-9999	-9999	-9999
2013	8	8	14	0.515	-9999	-9999	-9999
2013	8	8	15	0.509	-9999	-9999	-9999
2013	8	8	16	0.507	-9999	-9999	-9999
2013	8	8	17	0.506	-9999	-9999	-9999
2013	8	8	18	0.509	-9999	-9999	-9999
2013	8	8	19	0.505	-9999	-9999	-9999
2013	8	8	20	0.5	-9999	-9999	-9999
2013	8	8	21	0.503	-9999	-9999	-9999
2013	8	8	22	0.503	-9999	-9999	-9999
2013	8	8	23	0.506	-9999	-9999	-9999
2013	8	9	0	0.508	-9999	-9999	-9999
2013	8	9	1	0.513	-9999	-9999	-9999
2013	8	9	2	0.516	-9999	-9999	-9999
2013	8	9	3	0.516	-9999	-9999	-9999
2013	8	9	4	0.515	-9999	-9999	-9999
2013	8	9	5	0.515	-9999	-9999	-9999
2013	8	9	6	0.516	-9999	-9999	-9999
2013	8	9	7	0.516	-9999	-9999	-9999
2013	8	9	8	0.517	-9999	-9999	-9999
2013	8	9	9	0.517	-9999	-9999	-9999
2013	8	9	10	0.515	-9999	-9999	-9999
2013	8	9	11	0.516	-9999	-9999	-9999
2013	8	9	12	0.513	-9999	-9999	-9999
2013	8	9	13	0.516	-9999	-9999	-9999
2013	8	9	14	0.519	-9999	-9999	-9999
2013	8	9	15	0.536	-9999	-9999	-9999
2013	8	9	16	0.551	-9999	-9999	-9999
2013	8	9	17	0.536	-9999	-9999	-9999
2013	8	9	18	0.527	-9999	-9999	-9999
2013	8	9	19	0.727	-9999	-9999	-9999
2013	8	9	20	1.644	-9999	-9999	-9999
2013	8	9	21	1.21	-9999	-9999	-9999
2013	8	9	22	1.284	-9999	-9999	-9999
2013	8	9	23	1.568	-9999	-9999	-9999
2013	8	10	0	1.509	-9999	-9999	-9999
2013	8	10	1	1.531	-9999	-9999	-9999
2013	8	10	2	1.292	-9999	-9999	-9999
2013	8	10	3	1.046	-9999	-9999	-9999
2013	8	10	4	0.924	-9999	-9999	-9999
2013	8	10	5	0.847	-9999	-9999	-9999
2013	8	10	6	0.782	-9999	-9999	-9999
2013	8	10	7	0.744	-9999	-9999	-9999
2013	8	10	8	0.714	-9999	-9999	-9999
2013	8	10	9	0.696	-9999	-9999	-9999
2013	8	10	10	0.676	-9999	-9999	-9999
2013	8	10	11	0.654	-9999	-9999	-9999
2013	8	10	12	0.642	-9999	-9999	-9999
2013	8	10	13	0.629	-9999	-9999	-9999
2013	8	10	14	0.616	-9999	-9999	-9999
2013	8	10	15	0.605	-9999	-9999	-9999
2013	8	10	16	0.596	-9999	-9999	-9999
2013	8	10	17	0.585	-9999	-9999	-9999
2013	8	10	18	0.577	-9999	-9999	-9999
2013	8	10	19	0.57	-9999	-9999	-9999
2013	8	10	20	0.564	-9999	-9999	-9999
2013	8	10	21	0.558	-9999	-9999	-9999
2013	8	10	22	0.555	-9999	-9999	-9999
2013	8	10	23	0.551	-9999	-9999	-9999
2013	8	11	0	0.55	-9999	-9999	-9999
2013	8	11	1	0.546	-9999	-9999	-9999
2013	8	11	2	0.546	-9999	-9999	-9999
2013	8	11	3	0.542	-9999	-9999	-9999
2013	8	11	4	0.536	-9999	-9999	-9999
2013	8	11	5	0.533	-9999	-9999	-9999
2013	8	11	6	0.532	-9999	-9999	-9999
2013	8	11	7	0.529	-9999	-9999	-9999
2013	8	11	8	0.528	-9999	-9999	-9999
2013	8	11	9	0.523	-9999	-9999	-9999
2013	8	11	10	0.523	-9999	-9999	-9999
2013	8	11	11	0.523	-9999	-9999	-9999
2013	8	11	12	0.517	-9999	-9999	-9999
2013	8	11	13	0.511	-9999	-9999	-9999
2013	8	11	14	0.505	-9999	-9999	-9999
2013	8	11	15	0.502	-9999	-9999	-9999
2013	8	11	16	0.499	-9999	-9999	-9999
2013	8	11	17	0.497	-9999	-9999	-9999
2013	8	11	18	0.494	-9999	-9999	-9999
2013	8	11	19	0.491	-9999	-9999	-9999
2013	8	11	20	0.488	-9999	-9999	-9999
2013	8	11	21	0.487	-9999	-9999	-9999
2013	8	11	22	0.485	-9999	-9999	-9999
2013	8	11	23	0.489	-9999	-9999	-9999
2013	8	12	0	0.485	-9999	-9999	-9999
2013	8	12	1	0.492	-9999	-9999	-9999
2013	8	12	2	0.492	-9999	-9999	-9999
2013	8	12	3	0.49	-9999	-9999	-9999
2013	8	12	4	0.485	-9999	-9999	-9999
2013	8	12	5	0.485	-9999	-9999	-9999
2013	8	12	6	0.484	-9999	-9999	-9999
2013	8	12	7	0.483	-9999	-9999	-9999
2013	8	12	8	0.481	-9999	-9999	-9999
2013	8	12	9	0.479	-9999	-9999	-9999
2013	8	12	10	0.477	-9999	-9999	-9999
2013	8	12	11	0.477	-9999	-9999	-9999
2013	8	12	12	0.479	-9999	-9999	-9999
2013	8	12	13	0.473	-9999	-9999	-9999
2013	8	12	14	0.468	-9999	-9999	-9999
2013	8	12	15	0.46	-9999	-9999	-9999
2013	8	12	16	0.457	-9999	-9999	-9999
2013	8	12	17	0.455	-9999	-9999	-9999
2013	8	12	18	0.455	-9999	-9999	-9999
2013	8	12	19	0.459	-9999	-9999	-9999
2013	8	12	20	0.457	-9999	-9999	-9999
2013	8	12	21	0.461	-9999	-9999	-9999
2013	8	12	22	0.458	-9999	-9999	-9999
2013	8	12	23	0.462	-9999	-9999	-9999
2013	8	13	0	0.459	-9999	-9999	-9999
2013	8	13	1	0.461	-9999	-9999	-9999
2013	8	13	2	0.462	-9999	-9999	-9999
2013	8	13	3	0.462	-9999	-9999	-9999
2013	8	13	4	0.461	-9999	-9999	-9999
2013	8	13	5	0.471	-9999	-9999	-9999
2013	8	13	6	0.493	-9999	-9999	-9999
2013	8	13	7	0.482	-9999	-9999	-9999
2013	8	13	8	0.47	-9999	-9999	-9999
2013	8	13	9	0.463	-9999	-9999	-9999
2013	8	13	10	0.463	-9999	-9999	-9999
2013	8	13	11	0.461	-9999	-9999	-9999
2013	8	13	12	0.46	-9999	-9999	-9999
2013	8	13	13	0.458	-9999	-9999	-9999
2013	8	13	14	0.458	-9999	-9999	-9999
2013	8	13	15	0.465	-9999	-9999	-9999
2013	8	13	16	0.506	-9999	-9999	-9999
2013	8	13	17	0.501	-9999	-9999	-9999
2013	8	13	18	0.511	-9999	-9999	-9999
2013	8	13	19	0.526	-9999	-9999	-9999
2013	8	13	20	0.495	-9999	-9999	-9999
2013	8	13	21	0.484	-9999	-9999	-9999
2013	8	13	22	0.478	-9999	-9999	-9999
2013	8	13	23	0.473	-9999	-9999	-9999
2013	8	14	0	0.468	-9999	-9999	-9999
2013	8	14	1	0.467	-9999	-9999	-9999
2013	8	14	2	0.468	-9999	-9999	-9999
2013	8	14	3	0.464	-9999	-9999	-9999
2013	8	14	4	0.467	-9999	-9999	-9999
2013	8	14	5	0.463	-9999	-9999	-9999
2013	8	14	6	0.463	-9999	-9999	-9999
2013	8	14	7	0.459	-9999	-9999	-9999
2013	8	14	8	0.458	-9999	-9999	-9999
2013	8	14	9	0.456	-9999	-9999	-9999
2013	8	14	10	0.454	-9999	-9999	-9999
2013	8	14	11	0.454	-9999	-9999	-9999
2013	8	14	12	0.454	-9999	-9999	-9999
2013	8	14	13	0.453	-9999	-9999	-9999
2013	8	14	14	0.453	-9999	-9999	-9999
2013	8	14	15	0.449	-9999	-9999	-9999
2013	8	14	16	0.449	-9999	-9999	-9999
2013	8	14	17	0.446	-9999	-9999	-9999
2013	8	14	18	0.442	-9999	-9999	-9999
2013	8	14	19	0.441	-9999	-9999	-9999
2013	8	14	20	0.442	-9999	-9999	-9999
2013	8	14	21	0.443	-9999	-9999	-9999
2013	8	14	22	0.442	-9999	-9999	-9999
2013	8	14	23	0.44	-9999	-9999	-9999
2013	8	15	0	0.439	-9999	-9999	-9999
2013	8	15	1	0.442	-9999	-9999	-9999
2013	8	15	2	0.441	-9999	-9999	-9999
2013	8	15	3	0.441	-9999	-9999	-9999
2013	8	15	4	0.441	-9999	-9999	-9999
2013	8	15	5	0.441	-9999	-9999	-9999
2013	8	15	6	0.444	-9999	-9999	-9999
2013	8	15	7	0.441	-9999	-9999	-9999
2013	8	15	8	0.441	-9999	-9999	-9999
2013	8	15	9	0.442	-9999	-9999	-9999
2013	8	15	10	0.437	-9999	-9999	-9999
2013	8	15	11	0.437	-9999	-9999	-9999
2013	8	15	12	0.436	-9999	-9999	-9999
2013	8	15	13	0.433	-9999	-9999	-9999
2013	8	15	14	0.43	-9999	-9999	-9999
2013	8	15	15	0.426	-9999	-9999	-9999
2013	8	15	16	0.423	-9999	-9999	-9999
2013	8	15	17	0.419	-9999	-9999	-9999
2013	8	15	18	0.415	-9999	-9999	-9999
2013	8	15	19	0.415	-9999	-9999	-9999
2013	8	15	20	0.415	-9999	-9999	-9999
2013	8	15	21	0.418	-9999	-9999	-9999
2013	8	15	22	0.419	-9999	-9999	-9999
2013	8	15	23	0.419	-9999	-9999	-9999
2013	8	16	0	0.42	-9999	-9999	-9999
2013	8	16	1	0.424	-9999	-9999	-9999
2013	8	16	2	0.424	-9999	-9999	-9999
2013	8	16	3	0.425	-9999	-9999	-9999
2013	8	16	4	0.425	-9999	-9999	-9999
2013	8	16	5	0.426	-9999	-9999	-9999
2013	8	16	6	0.426	-9999	-9999	-9999
2013	8	16	7	0.425	-9999	-9999	-9999
2013	8	16	8	0.425	-9999	-9999	-9999
2013	8	16	9	0.421	-9999	-9999	-9999
2013	8	16	10	0.421	-9999	-9999	-9999
2013	8	16	11	0.42	-9999	-9999	-9999
2013	8	16	12	0.423	-9999	-9999	-9999
2013	8	16	13	0.421	-9999	-9999	-9999
2013	8	16	14	0.415	-9999	-9999	-9999
2013	8	16	15	0.409	-9999	-9999	-9999
2013	8	16	16	0.408	-9999	-9999	-9999
2013	8	16	17	0.405	-9999	-9999	-9999
2013	8	16	18	0.403	-9999	-9999	-9999
2013	8	16	19	0.403	-9999	-9999	-9999
2013	8	16	20	0.402	-9999	-9999	-9999
2013	8	16	21	0.403	-9999	-9999	-9999
2013	8	16	22	0.407	-9999	-9999	-9999
2013	8	16	23	0.408	-9999	-9999	-9999
2013	8	17	0	0.409	-9999	-9999	-9999
2013	8	17	1	0.412	-9999	-9999	-9999
2013	8	17	2	0.412	-9999	-9999	-9999
2013	8	17	3	0.417	-9999	-9999	-9999
2013	8	17	4	0.417	-9999	-9999	-9999
2013	8	17	5	0.417	-9999	-9999	-9999
2013	8	17	6	0.416	-9999	-9999	-9999
2013	8	17	7	0.414	-9999	-9999	-9999
2013	8	17	8	0.412	-9999	-9999	-9999
2013	8	17	9	0.412	-9999	-9999	-9999
2013	8	17	10	0.411	-9999	-9999	-9999
2013	8	17	11	0.412	-9999	-9999	-9999
2013	8	17	12	0.411	-9999	-9999	-9999
2013	8	17	13	0.408	-9999	-9999	-9999
2013	8	17	14	0.408	-9999	-9999	-9999
2013	8	17	15	0.405	-9999	-9999	-9999
2013	8	17	16	0.401	-9999	-9999	-9999
2013	8	17	17	0.4	-9999	-9999	-9999
2013	8	17	18	0.399	-9999	-9999	-9999
2013	8	17	19	0.397	-9999	-9999	-9999
2013	8	17	20	0.399	-9999	-9999	-9999
2013	8	17	21	0.4	-9999	-9999	-9999
2013	8	17	22	0.4	-9999	-9999	-9999
2013	8	17	23	0.404	-9999	-9999	-9999
2013	8	18	0	0.419	-9999	-9999	-9999
2013	8	18	1	0.438	-9999	-9999	-9999
2013	8	18	2	0.424	-9999	-9999	-9999
2013	8	18	3	0.419	-9999	-9999	-9999
2013	8	18	4	0.419	-9999	-9999	-9999
2013	8	18	5	0.419	-9999	-9999	-9999
2013	8	18	6	0.415	-9999	-9999	-9999
2013	8	18	7	0.413	-9999	-9999	-9999
2013	8	18	8	0.412	-9999	-9999	-9999
2013	8	18	9	0.411	-9999	-9999	-9999
2013	8	18	10	0.409	-9999	-9999	-9999
2013	8	18	11	0.409	-9999	-9999	-9999
2013	8	18	12	0.408	-9999	-9999	-9999
2013	8	18	13	0.405	-9999	-9999	-9999
2013	8	18	14	0.401	-9999	-9999	-9999
2013	8	18	15	0.398	-9999	-9999	-9999
2013	8	18	16	0.398	-9999	-9999	-9999
2013	8	18	17	0.397	-9999	-9999	-9999
2013	8	18	18	0.396	-9999	-9999	-9999
2013	8	18	19	0.393	-9999	-9999	-9999
2013	8	18	20	0.394	-9999	-9999	-9999
2013	8	18	21	0.395	-9999	-9999	-9999
2013	8	18	22	0.4	-9999	-9999	-9999
2013	8	18	23	0.401	-9999	-9999	-9999
2013	8	19	0	0.402	-9999	-9999	-9999
2013	8	19	1	0.409	-9999	-9999	-9999
2013	8	19	2	0.407	-9999	-9999	-9999
2013	8	19	3	0.418	-9999	-9999	-9999
2013	8	19	4	0.45	-9999	-9999	-9999
2013	8	19	5	0.432	-9999	-9999	-9999
2013	8	19	6	0.419	-9999	-9999	-9999
2013	8	19	7	0.415	-9999	-9999	-9999
2013	8	19	8	0.414	-9999	-9999	-9999
2013	8	19	9	0.412	-9999	-9999	-9999
2013	8	19	10	0.409	-9999	-9999	-9999
2013	8	19	11	0.408	-9999	-9999	-9999
2013	8	19	12	0.405	-9999	-9999	-9999
2013	8	19	13	0.406	-9999	-9999	-9999
2013	8	19	14	0.403	-9999	-9999	-9999
2013	8	19	15	0.401	-9999	-9999	-9999
2013	8	19	16	0.4	-9999	-9999	-9999
2013	8	19	17	0.424	-9999	-9999	-9999
2013	8	19	18	0.587	-9999	-9999	-9999
2013	8	19	19	0.835	-9999	-9999	-9999
2013	8	19	20	1.029	-9999	-9999	-9999
2013	8	19	21	1.349	-9999	-9999	-9999
2013	8	19	22	1.376	-9999	-9999	-9999
2013	8	19	23	1.269	-9999	-9999	-9999
2013	8	20	0	1.046	-9999	-9999	-9999
2013	8	20	1	0.879	-9999	-9999	-9999
2013	8	20	2	0.794	-9999	-9999	-9999
2013	8	20	3	0.73	-9999	-9999	-9999
2013	8	20	4	0.676	-9999	-9999	-9999
2013	8	20	5	0.644	-9999	-9999	-9999
2013	8	20	6	0.625	-9999	-9999	-9999
2013	8	20	7	0.626	-9999	-9999	-9999
2013	8	20	8	0.631	-9999	-9999	-9999
2013	8	20	9	0.628	-9999	-9999	-9999
2013	8	20	10	0.613	-9999	-9999	-9999
2013	8	20	11	0.633	-9999	-9999	-9999
2013	8	20	12	0.616	-9999	-9999	-9999
2013	8	20	13	0.594	-9999	-9999	-9999
2013	8	20	14	0.577	-9999	-9999	-9999
2013	8	20	15	0.562	-9999	-9999	-9999
2013	8	20	16	0.55	-9999	-9999	-9999
2013	8	20	17	0.541	-9999	-9999	-9999
2013	8	20	18	0.531	-9999	-9999	-9999
2013	8	20	19	0.527	-9999	-9999	-9999
2013	8	20	20	0.52	-9999	-9999	-9999
2013	8	20	21	0.516	-9999	-9999	-9999
2013	8	20	22	0.513	-9999	-9999	-9999
2013	8	20	23	0.507	-9999	-9999	-9999
2013	8	21	0	0.503	-9999	-9999	-9999
2013	8	21	1	0.501	-9999	-9999	-9999
2013	8	21	2	0.497	-9999	-9999	-9999
2013	8	21	3	0.497	-9999	-9999	-9999
2013	8	21	4	0.493	-9999	-9999	-9999
2013	8	21	5	0.489	-9999	-9999	-9999
2013	8	21	6	0.484	-9999	-9999	-9999
2013	8	21	7	0.484	-9999	-9999	-9999
2013	8	21	8	0.485	-9999	-9999	-9999
2013	8	21	9	0.478	-9999	-9999	-9999
2013	8	21	10	0.476	-9999	-9999	-9999
2013	8	21	11	0.475	-9999	-9999	-9999
2013	8	21	12	0.473	-9999	-9999	-9999
2013	8	21	13	0.468	-9999	-9999	-9999
2013	8	21	14	0.463	-9999	-9999	-9999
2013	8	21	15	0.459	-9999	-9999	-9999
2013	8	21	16	0.456	-9999	-9999	-9999
2013	8	21	17	0.451	-9999	-9999	-9999
2013	8	21	18	0.446	-9999	-9999	-9999
2013	8	21	19	0.446	-9999	-9999	-9999
2013	8	21	20	0.445	-9999	-9999	-9999
2013	8	21	21	0.441	-9999	-9999	-9999
2013	8	21	22	0.441	-9999	-9999	-9999
2013	8	21	23	0.441	-9999	-9999	-9999
2013	8	22	0	0.442	-9999	-9999	-9999
2013	8	22	1	0.441	-9999	-9999	-9999
2013	8	22	2	0.441	-9999	-9999	-9999
2013	8	22	3	0.441	-9999	-9999	-9999
2013	8	22	4	0.444	-9999	-9999	-9999
2013	8	22	5	0.443	-9999	-9999	-9999
2013	8	22	6	0.444	-9999	-9999	-9999
2013	8	22	7	0.438	-9999	-9999	-9999
2013	8	22	8	0.439	-9999	-9999	-9999
2013	8	22	9	0.441	-9999	-9999	-9999
2013	8	22	10	0.438	-9999	-9999	-9999
2013	8	22	11	0.434	-9999	-9999	-9999
2013	8	22	12	0.432	-9999	-9999	-9999
2013	8	22	13	0.43	-9999	-9999	-9999
2013	8	22	14	0.426	-9999	-9999	-9999
2013	8	22	15	0.421	-9999	-9999	-9999
2013	8	22	16	0.415	-9999	-9999	-9999
2013	8	22	17	0.413	-9999	-9999	-9999
2013	8	22	18	0.409	-9999	-9999	-9999
2013	8	22	19	0.41	-9999	-9999	-9999
2013	8	22	20	0.411	-9999	-9999	-9999
2013	8	22	21	0.411	-9999	-9999	-9999
2013	8	22	22	0.411	-9999	-9999	-9999
2013	8	22	23	0.412	-9999	-9999	-9999
2013	8	23	0	0.413	-9999	-9999	-9999
2013	8	23	1	0.414	-9999	-9999	-9999
2013	8	23	2	0.415	-9999	-9999	-9999
2013	8	23	3	0.415	-9999	-9999	-9999
2013	8	23	4	0.415	-9999	-9999	-9999
2013	8	23	5	0.412	-9999	-9999	-9999
2013	8	23	6	0.411	-9999	-9999	-9999
2013	8	23	7	0.411	-9999	-9999	-9999
2013	8	23	8	0.412	-9999	-9999	-9999
2013	8	23	9	0.415	-9999	-9999	-9999
2013	8	23	10	0.411	-9999	-9999	-9999
2013	8	23	11	0.407	-9999	-9999	-9999
2013	8	23	12	0.405	-9999	-9999	-9999
2013	8	23	13	0.401	-9999	-9999	-9999
2013	8	23	14	0.402	-9999	-9999	-9999
2013	8	23	15	0.4	-9999	-9999	-9999
2013	8	23	16	0.397	-9999	-9999	-9999
2013	8	23	17	0.395	-9999	-9999	-9999
2013	8	23	18	0.395	-9999	-9999	-9999
2013	8	23	19	0.398	-9999	-9999	-9999
2013	8	23	20	0.453	-9999	-9999	-9999
2013	8	23	21	0.632	-9999	-9999	-9999
2013	8	23	22	0.625	-9999	-9999	-9999
2013	8	23	23	0.547	-9999	-9999	-9999
2013	8	24	0	0.505	-9999	-9999	-9999
2013	8	24	1	0.487	-9999	-9999	-9999
2013	8	24	2	0.473	-9999	-9999	-9999
2013	8	24	3	0.467	-9999	-9999	-9999
2013	8	24	4	0.462	-9999	-9999	-9999
2013	8	24	5	0.455	-9999	-9999	-9999
2013	8	24	6	0.454	-9999	-9999	-9999
2013	8	24	7	0.45	-9999	-9999	-9999
2013	8	24	8	0.448	-9999	-9999	-9999
2013	8	24	9	0.443	-9999	-9999	-9999
2013	8	24	10	0.441	-9999	-9999	-9999
2013	8	24	11	0.437	-9999	-9999	-9999
2013	8	24	12	0.437	-9999	-9999	-9999
2013	8	24	13	0.43	-9999	-9999	-9999
2013	8	24	14	0.426	-9999	-9999	-9999
2013	8	24	15	0.419	-9999	-9999	-9999
2013	8	24	16	0.42	-9999	-9999	-9999
2013	8	24	17	0.415	-9999	-9999	-9999
2013	8	24	18	0.413	-9999	-9999	-9999
2013	8	24	19	0.412	-9999	-9999	-9999
2013	8	24	20	0.405	-9999	-9999	-9999
2013	8	24	21	0.409	-9999	-9999	-9999
2013	8	24	22	0.439	-9999	-9999	-9999
2013	8	24	23	0.501	-9999	-9999	-9999
2013	8	25	0	0.489	-9999	-9999	-9999
2013	8	25	1	0.534	-9999	-9999	-9999
2013	8	25	2	0.777	-9999	-9999	-9999
2013	8	25	3	1.181	-9999	-9999	-9999
2013	8	25	4	1.524	-9999	-9999	-9999
2013	8	25	5	1.75	-9999	-9999	-9999
2013	8	25	6	1.869	-9999	-9999	-9999
2013	8	25	7	1.615	-9999	-9999	-9999
2013	8	25	8	1.348	-9999	-9999	-9999
2013	8	25	9	1.288	-9999	-9999	-9999
2013	8	25	10	1.296	-9999	-9999	-9999
2013	8	25	11	1.464	-9999	-9999	-9999
2013	8	25	12	1.551	-9999	-9999	-9999
2013	8	25	13	1.335	-9999	-9999	-9999
2013	8	25	14	1.231	-9999	-9999	-9999
2013	8	25	15	1.141	-9999	-9999	-9999
2013	8	25	16	1.094	-9999	-9999	-9999
2013	8	25	17	1.048	-9999	-9999	-9999
2013	8	25	18	1	-9999	-9999	-9999
2013	8	25	19	0.959	-9999	-9999	-9999
2013	8	25	20	0.923	-9999	-9999	-9999
2013	8	25	21	0.894	-9999	-9999	-9999
2013	8	25	22	0.866	-9999	-9999	-9999
2013	8	25	23	0.847	-9999	-9999	-9999
2013	8	26	0	0.823	-9999	-9999	-9999
2013	8	26	1	0.811	-9999	-9999	-9999
2013	8	26	2	0.791	-9999	-9999	-9999
2013	8	26	3	0.778	-9999	-9999	-9999
2013	8	26	4	0.763	-9999	-9999	-9999
2013	8	26	5	0.753	-9999	-9999	-9999
2013	8	26	6	0.747	-9999	-9999	-9999
2013	8	26	7	0.74	-9999	-9999	-9999
2013	8	26	8	0.738	-9999	-9999	-9999
2013	8	26	9	0.727	-9999	-9999	-9999
2013	8	26	10	0.723	-9999	-9999	-9999
2013	8	26	11	0.713	-9999	-9999	-9999
2013	8	26	12	0.706	-9999	-9999	-9999
2013	8	26	13	0.701	-9999	-9999	-9999
2013	8	26	14	0.697	-9999	-9999	-9999
2013	8	26	15	0.688	-9999	-9999	-9999
2013	8	26	16	0.679	-9999	-9999	-9999
2013	8	26	17	0.67	-9999	-9999	-9999
2013	8	26	18	0.665	-9999	-9999	-9999
2013	8	26	19	0.664	-9999	-9999	-9999
2013	8	26	20	0.672	-9999	-9999	-9999
2013	8	26	21	0.661	-9999	-9999	-9999
2013	8	26	22	0.672	-9999	-9999	-9999
2013	8	26	23	0.672	-9999	-9999	-9999
2013	8	27	0	0.666	-9999	-9999	-9999
2013	8	27	1	0.659	-9999	-9999	-9999
2013	8	27	2	0.647	-9999	-9999	-9999
2013	8	27	3	0.645	-9999	-9999	-9999
2013	8	27	4	0.64	-9999	-9999	-9999
2013	8	27	5	0.641	-9999	-9999	-9999
2013	8	27	6	0.632	-9999	-9999	-9999
2013	8	27	7	0.628	-9999	-9999	-9999
2013	8	27	8	0.622	-9999	-9999	-9999
2013	8	27	9	0.623	-9999	-9999	-9999
2013	8	27	10	0.62	-9999	-9999	-9999
2013	8	27	11	0.611	-9999	-9999	-9999
2013	8	27	12	0.608	-9999	-9999	-9999
2013	8	27	13	0.604	-9999	-9999	-9999
2013	8	27	14	0.603	-9999	-9999	-9999
2013	8	27	15	0.597	-9999	-9999	-9999
2013	8	27	16	0.592	-9999	-9999	-9999
2013	8	27	17	0.597	-9999	-9999	-9999
2013	8	27	18	0.6	-9999	-9999	-9999
2013	8	27	19	0.612	-9999	-9999	-9999
2013	8	27	20	0.662	-9999	-9999	-9999
2013	8	27	21	0.637	-9999	-9999	-9999
2013	8	27	22	0.614	-9999	-9999	-9999
2013	8	27	23	0.611	-9999	-9999	-9999
2013	8	28	0	0.641	-9999	-9999	-9999
2013	8	28	1	0.662	-9999	-9999	-9999
2013	8	28	2	0.672	-9999	-9999	-9999
2013	8	28	3	0.678	-9999	-9999	-9999
