mean daily discharge [m/s]
YYYY	MM	DD	HH	1598.2
YYYY	MM	DD	HH	221847.733
YYYY	MM	DD	HH	42720.77
YYYY	MM	DD	HH	Fundus_1989
2015	11	8	0	0.192
2015	11	9	0	0.189
2015	11	10	0	0.186
2015	11	11	0	0.184
2015	11	12	0	0.18
2015	11	13	0	0.176
2015	11	14	0	0.172
2015	11	15	0	0.169
2015	11	16	0	0.166
2015	11	17	0	0.162
2015	11	18	0	0.158
2015	11	19	0	0.155
2015	11	20	0	0.178
2015	11	21	0	0.202
2015	11	22	0	0.174
2015	11	23	0	0.157
2015	11	24	0	0.152
2015	11	25	0	0.167
2015	11	26	0	0.158
2015	11	27	0	0.153
2015	11	28	0	0.152
2015	11	29	0	0.148
2015	11	30	0	0.148
2015	12	1	0	0.151
2015	12	2	0	0.145
2015	12	3	0	0.14
2015	12	4	0	0.138
2015	12	5	0	0.137
2015	12	6	0	0.135
2015	12	7	0	0.133
2015	12	8	0	0.131
2015	12	9	0	0.13
2015	12	10	0	0.125
2015	12	11	0	0.127
2015	12	12	0	0.124
2015	12	13	0	0.122
2015	12	14	0	0.12
2015	12	15	0	0.119
2015	12	16	0	0.119
2015	12	17	0	0.122
2015	12	18	0	0.116
2015	12	19	0	0.114
2015	12	20	0	0.111
2015	12	21	0	0.11
2015	12	22	0	0.108
2015	12	23	0	0.107
2015	12	24	0	0.107
2015	12	25	0	0.106
2015	12	26	0	0.104
2015	12	27	0	0.102
2015	12	28	0	0.102
2015	12	29	0	0.101
2015	12	30	0	0.099
2015	12	31	0	0.101
2016	1	1	0	0.099
2016	1	2	0	0.099
2016	1	3	0	0.1
2016	1	4	0	0.099
2016	1	5	0	0.098
2016	1	6	0	0.096
2016	1	7	0	0.096
2016	1	8	0	0.096
2016	1	9	0	0.096
2016	1	10	0	0.095
2016	1	11	0	0.098
2016	1	12	0	0.099
2016	1	13	0	0.096
2016	1	14	0	0.094
2016	1	15	0	0.09
2016	1	16	0	0.099
2016	1	17	0	0.094
2016	1	18	0	0.09
2016	1	19	0	0.093
2016	1	20	0	0.091
2016	1	21	0	0.089
2016	1	22	0	0.089
2016	1	23	0	0.089
2016	1	24	0	0.087
2016	1	25	0	0.088
2016	1	26	0	0.084
2016	1	27	0	0.081
2016	1	28	0	0.08
2016	1	29	0	0.08
2016	1	30	0	0.077
2016	1	31	0	0.085
2016	2	1	0	0.124
2016	2	2	0	0.081
2016	2	3	0	0.078
2016	2	4	0	0.079
2016	2	5	0	0.079
2016	2	6	0	0.074
2016	2	7	0	0.073
2016	2	8	0	0.072
2016	2	9	0	0.07
2016	2	10	0	0.07
2016	2	11	0	0.061
2016	2	12	0	0.07
2016	2	13	0	0.07
2016	2	14	0	0.068
2016	2	15	0	0.068
2016	2	16	0	0.067
2016	2	17	0	0.067
2016	2	18	0	0.065
2016	2	19	0	0.065
2016	2	20	0	0.064
2016	2	21	0	0.12
2016	2	22	0	0.083
2016	2	23	0	0.074
2016	2	24	0	0.07
2016	2	25	0	0.071
2016	2	26	0	0.069
2016	2	27	0	0.072
2016	2	28	0	0.07
2016	2	29	0	0.069
2016	3	1	0	0.067
2016	3	2	0	0.066
2016	3	3	0	0.065
2016	3	4	0	0.061
2016	3	5	0	0.063
2016	3	6	0	0.065
2016	3	7	0	0.062
2016	3	8	0	0.061
2016	3	9	0	0.058
2016	3	10	0	0.059
2016	3	11	0	0.06
2016	3	12	0	0.06
2016	3	13	0	0.059
2016	3	14	0	0.059
2016	3	15	0	0.057
2016	3	16	0	0.058
2016	3	17	0	0.056
2016	3	18	0	0.056
2016	3	19	0	0.056
2016	3	20	0	0.055
2016	3	21	0	0.056
2016	3	22	0	0.056
2016	3	23	0	0.056
2016	3	24	0	0.057
2016	3	25	0	0.056
2016	3	26	0	0.058
2016	3	27	0	0.057
2016	3	28	0	0.055
2016	3	29	0	0.054
2016	3	30	0	0.058
2016	3	31	0	0.065
2016	4	1	0	0.093
2016	4	2	0	0.115
2016	4	3	0	0.134
2016	4	4	0	0.168
2016	4	5	0	0.194
2016	4	6	0	0.19
2016	4	7	0	0.182
2016	4	8	0	0.173
2016	4	9	0	0.15
2016	4	10	0	0.14
2016	4	11	0	0.151
2016	4	12	0	0.173
2016	4	13	0	0.193
2016	4	14	0	0.198
2016	4	15	0	0.184
2016	4	16	0	0.191
2016	4	17	0	0.216
2016	4	18	0	0.227
2016	4	19	0	0.211
2016	4	20	0	0.209
2016	4	21	0	0.226
2016	4	22	0	0.262
2016	4	23	0	0.298
2016	4	24	0	0.292
2016	4	25	0	0.259
2016	4	26	0	0.236
2016	4	27	0	0.215
2016	4	28	0	0.197
2016	4	29	0	0.186
2016	4	30	0	0.184
2016	5	1	0	0.184
2016	5	2	0	0.176
2016	5	3	0	0.172
2016	5	4	0	0.168
2016	5	5	0	0.168
2016	5	6	0	0.188
2016	5	7	0	0.215
2016	5	8	0	0.266
2016	5	9	0	0.31
2016	5	10	0	0.357
2016	5	11	0	0.41
2016	5	12	0	0.464
2016	5	13	0	0.479
2016	5	14	0	0.47
2016	5	15	0	0.442
2016	5	16	0	0.397
2016	5	17	0	0.358
2016	5	18	0	0.353
2016	5	19	0	0.358
2016	5	20	0	0.349
2016	5	21	0	0.377
2016	5	22	0	0.525
2016	5	23	0	0.681
2016	5	24	0	0.617
2016	5	25	0	0.606
2016	5	26	0	0.679
2016	5	27	0	0.883
2016	5	28	0	1.137
2016	5	29	0	1.294
2016	5	30	0	1.446
2016	5	31	0	1.454
2016	6	1	0	1.514
2016	6	2	0	1.441
2016	6	3	0	1.38
2016	6	4	0	1.45
2016	6	5	0	1.642
2016	6	6	0	1.74
2016	6	7	0	1.701
2016	6	8	0	1.623
2016	6	9	0	1.815
2016	6	10	0	1.776
2016	6	11	0	1.736
2016	6	12	0	1.633
2016	6	13	0	1.551
2016	6	14	0	1.548
2016	6	15	0	1.71
2016	6	16	0	1.659
2016	6	17	0	1.854
2016	6	18	0	1.711
2016	6	19	0	1.612
2016	6	20	0	1.47
2016	6	21	0	1.329
2016	6	22	0	1.422
2016	6	23	0	1.589
2016	6	24	0	1.735
2016	6	25	0	1.962
2016	6	26	0	2.128
2016	6	27	0	2.167
2016	6	28	0	1.694
2016	6	29	0	1.591
2016	6	30	0	1.561
2016	7	1	0	1.603
2016	7	2	0	1.641
2016	7	3	0	1.722
2016	7	4	0	1.657
2016	7	5	0	1.614
2016	7	6	0	1.575
2016	7	7	0	1.405
2016	7	8	0	1.248
2016	7	9	0	1.209
2016	7	10	0	1.194
2016	7	11	0	1.527
2016	7	12	0	1.8
2016	7	13	0	1.857
2016	7	14	0	1.842
2016	7	15	0	1.624
2016	7	16	0	1.262
2016	7	17	0	1.029
2016	7	18	0	0.966
2016	7	19	0	0.985
2016	7	20	0	0.95
2016	7	21	0	0.902
2016	7	22	0	0.906
2016	7	23	0	0.85
2016	7	24	0	0.798
2016	7	25	0	0.919
2016	7	26	0	0.855
2016	7	27	0	0.858
2016	7	28	0	0.781
2016	7	29	0	0.744
2016	7	30	0	0.72
2016	7	31	0	0.721
2016	8	1	0	0.835
2016	8	2	0	0.747
2016	8	3	0	0.766
2016	8	4	0	0.784
2016	8	5	0	1.696
2016	8	6	0	1.721
2016	8	7	0	1.39
2016	8	8	0	1.161
2016	8	9	0	1.251
2016	8	10	0	1.374
2016	8	11	0	1.243
2016	8	12	0	1.106
2016	8	13	0	1.02
2016	8	14	0	0.959
2016	8	15	0	0.897
2016	8	16	0	0.833
2016	8	17	0	0.773
2016	8	18	0	0.688
2016	8	19	0	0.631
2016	8	20	0	0.618
2016	8	21	0	0.596
2016	8	22	0	0.528
2016	8	23	0	0.501
2016	8	24	0	0.482
2016	8	25	0	0.463
2016	8	26	0	0.446
2016	8	27	0	0.438
2016	8	28	0	0.428
2016	8	29	0	0.434
2016	8	30	0	0.409
2016	8	31	0	0.383
2016	9	1	0	0.371
2016	9	2	0	0.362
2016	9	3	0	0.354
2016	9	4	0	0.349
2016	9	5	0	0.37
2016	9	6	0	0.342
2016	9	7	0	0.332
2016	9	8	0	0.326
2016	9	9	0	0.321
2016	9	10	0	0.32
2016	9	11	0	0.321
2016	9	12	0	0.312
2016	9	13	0	0.304
2016	9	14	0	0.294
2016	9	15	0	0.287
2016	9	16	0	0.281
2016	9	17	0	0.298
2016	9	18	0	0.281
2016	9	19	0	0.305
2016	9	20	0	0.275
2016	9	21	0	0.269
2016	9	22	0	0.264
2016	9	23	0	0.26
2016	9	24	0	0.256
2016	9	25	0	0.252
2016	9	26	0	0.248
2016	9	27	0	0.243
2016	9	28	0	0.239
2016	9	29	0	0.235
2016	9	30	0	0.231
2016	10	1	0	0.227
2016	10	2	0	0.234
2016	10	3	0	0.235
2016	10	4	0	0.224
2016	10	5	0	0.221
2016	10	6	0	0.219
2016	10	7	0	0.215
2016	10	8	0	0.212
2016	10	9	0	0.21
2016	10	10	0	0.208
2016	10	11	0	0.206
2016	10	12	0	0.202
2016	10	13	0	0.199
2016	10	14	0	0.201
2016	10	15	0	0.199
2016	10	16	0	0.193
2016	10	17	0	0.19
2016	10	18	0	0.194
2016	10	19	0	0.192
2016	10	20	0	0.191
2016	10	21	0	0.188
2016	10	22	0	0.186
2016	10	23	0	0.184
2016	10	24	0	0.181
2016	10	25	0	0.186
2016	10	26	0	0.178
2016	10	27	0	0.172
2016	10	28	0	0.17
2016	10	29	0	0.169
2016	10	30	0	0.168
2016	10	31	0	0.165
2016	11	1	0	0.164
2016	11	2	0	0.163
2016	11	3	0	0.162
2016	11	4	0	0.161
2016	11	5	0	0.16
2016	11	6	0	0.164
2016	11	7	0	0.16
2016	11	8	0	0.156
2016	11	9	0	0.154
2016	11	10	0	0.153
2016	11	11	0	0.152
2016	11	12	0	0.147
2016	11	13	0	0.149
2016	11	14	0	0.145
2016	11	15	0	0.144
2016	11	16	0	0.152
2016	11	17	0	0.152
2016	11	18	0	0.147
2016	11	19	0	0.145
2016	11	20	0	0.142
2016	11	21	0	0.143
2016	11	22	0	0.143
2016	11	23	0	0.142
2016	11	24	0	0.139
2016	11	25	0	0.139
2016	11	26	0	0.138
2016	11	27	0	0.138
2016	11	28	0	0.134
2016	11	29	0	0.122
2016	11	30	0	0.127
2016	12	1	0	0.131
2016	12	2	0	0.125
2016	12	3	0	0.119
2016	12	4	0	0.114
2016	12	5	0	0.112
2016	12	6	0	0.115
2016	12	7	0	0.116
2016	12	8	0	0.114
2016	12	9	0	0.11
2016	12	10	0	0.108
2016	12	11	0	0.108
2016	12	12	0	0.108
2016	12	13	0	0.106
2016	12	14	0	0.106
2016	12	15	0	0.104
2016	12	16	0	0.101
2016	12	17	0	0.1
2016	12	18	0	0.099
2016	12	19	0	0.098
2016	12	20	0	0.097
2016	12	21	0	0.096
2016	12	22	0	0.095
2016	12	23	0	0.095
2016	12	24	0	0.095
2016	12	25	0	0.095
2016	12	26	0	0.095
2016	12	27	0	0.092
2016	12	28	0	0.091
2016	12	29	0	0.09
2016	12	30	0	0.089
2016	12	31	0	0.089
2017	1	1	0	0.087
2017	1	2	0	0.086
2017	1	3	0	0.088
2017	1	4	0	0.089
2017	1	5	0	0.087
2017	1	6	0	0.084
2017	1	7	0	0.083
2017	1	8	0	0.083
2017	1	9	0	0.082
2017	1	10	0	0.081
2017	1	11	0	0.08
2017	1	12	0	0.081
2017	1	13	0	0.08
2017	1	14	0	0.08
2017	1	15	0	0.078
2017	1	16	0	0.078
2017	1	17	0	0.075
2017	1	18	0	0.074
2017	1	19	0	0.073
2017	1	20	0	0.072
2017	1	21	0	0.072
2017	1	22	0	0.072
2017	1	23	0	0.071
2017	1	24	0	0.07
2017	1	25	0	0.07
2017	1	26	0	0.07
2017	1	27	0	0.069
2017	1	28	0	0.069
2017	1	29	0	0.068
2017	1	30	0	0.069
2017	1	31	0	0.069
2017	2	1	0	0.068
2017	2	2	0	0.068
2017	2	3	0	0.067
2017	2	4	0	0.066
2017	2	5	0	0.066
2017	2	6	0	0.066
2017	2	7	0	0.064
2017	2	8	0	0.065
2017	2	9	0	0.064
2017	2	10	0	0.063
2017	2	11	0	0.063
2017	2	12	0	0.063
2017	2	13	0	0.062
2017	2	14	0	0.061
2017	2	15	0	0.061
2017	2	16	0	0.061
2017	2	17	0	0.062
2017	2	18	0	0.061
2017	2	19	0	0.059
2017	2	20	0	0.06
2017	2	21	0	0.061
2017	2	22	0	0.06
2017	2	23	0	0.059
2017	2	24	0	0.059
2017	2	25	0	0.057
2017	2	26	0	0.058
2017	2	27	0	0.058
2017	2	28	0	0.058
2017	3	1	0	0.058
2017	3	2	0	0.058
2017	3	3	0	0.055
2017	3	4	0	0.058
2017	3	5	0	0.057
2017	3	6	0	0.057
2017	3	7	0	0.057
2017	3	8	0	0.056
2017	3	9	0	0.071
2017	3	10	0	0.062
2017	3	11	0	0.054
2017	3	12	0	0.054
2017	3	13	0	0.055
2017	3	14	0	0.055
2017	3	15	0	0.056
2017	3	16	0	0.057
2017	3	17	0	0.059
2017	3	18	0	0.07
2017	3	19	0	0.111
2017	3	20	0	0.085
2017	3	21	0	0.085
2017	3	22	0	0.093
2017	3	23	0	0.091
2017	3	24	0	0.095
2017	3	25	0	0.106
2017	3	26	0	0.111
2017	3	27	0	0.109
2017	3	28	0	0.113
2017	3	29	0	0.12
2017	3	30	0	0.129
2017	3	31	0	0.145
2017	4	1	0	0.158
2017	4	2	0	0.151
2017	4	3	0	0.146
2017	4	4	0	0.152
2017	4	5	0	0.138
2017	4	6	0	0.134
2017	4	7	0	0.131
2017	4	8	0	0.136
2017	4	9	0	0.151
2017	4	10	0	0.17
2017	4	11	0	0.187
2017	4	12	0	0.183
2017	4	13	0	0.184
2017	4	14	0	0.187
2017	4	15	0	0.186
2017	4	16	0	0.179
2017	4	17	0	0.17
2017	4	18	0	0.162
2017	4	19	0	0.151
2017	4	20	0	0.142
2017	4	21	0	0.137
2017	4	22	0	0.139
2017	4	23	0	0.142
2017	4	24	0	0.142
2017	4	25	0	0.144
2017	4	26	0	0.145
2017	4	27	0	0.145
2017	4	28	0	0.138
2017	4	29	0	0.131
2017	4	30	0	0.136
2017	5	1	0	0.144
2017	5	2	0	0.153
2017	5	3	0	0.164
2017	5	4	0	0.166
2017	5	5	0	0.169
2017	5	6	0	0.178
2017	5	7	0	0.217
2017	5	8	0	0.213
2017	5	9	0	0.226
2017	5	10	0	0.236
2017	5	11	0	0.252
2017	5	12	0	0.298
2017	5	13	0	0.362
2017	5	14	0	0.478
2017	5	15	0	0.559
2017	5	16	0	0.622
2017	5	17	0	0.744
2017	5	18	0	0.875
2017	5	19	0	0.962
2017	5	20	0	0.917
2017	5	21	0	0.71
2017	5	22	0	0.655
2017	5	23	0	0.721
2017	5	24	0	0.779
2017	5	25	0	0.931
2017	5	26	0	0.885
2017	5	27	0	0.91
2017	5	28	0	0.991
2017	5	29	0	1.104
2017	5	30	0	1.32
2017	5	31	0	1.67
2017	6	1	0	1.534
2017	6	2	0	1.485
2017	6	3	0	1.382
2017	6	4	0	1.384
2017	6	5	0	1.361
2017	6	6	0	1.365
2017	6	7	0	1.236
2017	6	8	0	1.024
2017	6	9	0	0.976
2017	6	10	0	1.037
2017	6	11	0	1.051
2017	6	12	0	1.093
2017	6	13	0	1.203
2017	6	14	0	1.203
2017	6	15	0	1.099
2017	6	16	0	1.218
2017	6	17	0	0.999
2017	6	18	0	0.932
2017	6	19	0	0.913
2017	6	20	0	0.931
2017	6	21	0	0.897
2017	6	22	0	0.864
2017	6	23	0	0.877
2017	6	24	0	0.832
2017	6	25	0	1.087
2017	6	26	0	0.884
2017	6	27	0	0.849
2017	6	28	0	0.806
2017	6	29	0	0.833
2017	6	30	0	0.975
2017	7	1	0	0.919
2017	7	2	0	0.868
2017	7	3	0	0.829
2017	7	4	0	0.788
2017	7	5	0	0.759
2017	7	6	0	0.719
2017	7	7	0	0.679
2017	7	8	0	0.696
2017	7	9	0	0.74
2017	7	10	0	0.728
2017	7	11	0	0.974
2017	7	12	0	0.884
2017	7	13	0	0.822
2017	7	14	0	0.796
2017	7	15	0	0.902
2017	7	16	0	0.837
2017	7	17	0	0.795
2017	7	18	0	0.763
2017	7	19	0	0.728
2017	7	20	0	0.674
2017	7	21	0	0.622
2017	7	22	0	0.591
2017	7	23	0	0.567
2017	7	24	0	0.607
2017	7	25	0	0.57
2017	7	26	0	0.566
2017	7	27	0	0.596
2017	7	28	0	0.633
2017	7	29	0	0.639
2017	7	30	0	0.689
2017	7	31	0	0.682
2017	8	1	0	0.639
2017	8	2	0	0.608
2017	8	3	0	0.58
2017	8	4	0	0.573
2017	8	5	0	0.57
2017	8	6	0	0.657
2017	8	7	0	0.604
2017	8	8	0	0.576
2017	8	9	0	0.726
2017	8	10	0	0.855
2017	8	11	0	1.358
2017	8	12	0	1.309
2017	8	13	0	1.144
2017	8	14	0	1.038
2017	8	15	0	0.958
2017	8	16	0	0.915
2017	8	17	0	0.802
2017	8	18	0	0.736
2017	8	19	0	0.847
2017	8	20	0	0.952
2017	8	21	0	0.875
2017	8	22	0	0.804
2017	8	23	0	0.737
2017	8	24	0	0.691
2017	8	25	0	0.646
2017	8	26	0	0.615
2017	8	27	0	0.598
2017	8	28	0	0.546
2017	8	29	0	0.514
2017	8	30	0	0.485
2017	8	31	0	0.472
2017	9	1	0	0.749
2017	9	2	0	0.903
2017	9	3	0	0.904
2017	9	4	0	0.822
2017	9	5	0	0.866
2017	9	6	0	0.942
2017	9	7	0	0.935
2017	9	8	0	0.889
2017	9	9	0	0.828
2017	9	10	0	0.826
2017	9	11	0	0.752
2017	9	12	0	0.733
2017	9	13	0	0.681
2017	9	14	0	0.678
2017	9	15	0	0.653
2017	9	16	0	0.668
2017	9	17	0	0.657
2017	9	18	0	0.64
2017	9	19	0	0.626
2017	9	20	0	0.594
2017	9	21	0	0.565
2017	9	22	0	0.545
2017	9	23	0	0.525
2017	9	24	0	0.51
2017	9	25	0	0.493
2017	9	26	0	0.47
2017	9	27	0	0.452
2017	9	28	0	0.44
2017	9	29	0	0.428
2017	9	30	0	0.42
2017	10	1	0	0.444
2017	10	2	0	0.439
2017	10	3	0	0.549
2017	10	4	0	0.505
2017	10	5	0	0.457
2017	10	6	0	0.445
2017	10	7	0	0.429
2017	10	8	0	0.42
2017	10	9	0	0.405
2017	10	10	0	0.392
2017	10	11	0	0.378
2017	10	12	0	0.364
2017	10	13	0	0.353
2017	10	14	0	0.342
2017	10	15	0	0.332
2017	10	16	0	0.321
2017	10	17	0	0.311
2017	10	18	0	0.304
2017	10	19	0	0.297
2017	10	20	0	0.289
2017	10	21	0	0.28
2017	10	22	0	0.282
2017	10	23	0	0.273
2017	10	24	0	0.263
2017	10	25	0	0.256
2017	10	26	0	0.25
2017	10	27	0	0.262
2017	10	28	0	0.25
2017	10	29	0	0.266
2017	10	30	0	0.256
2017	10	31	0	0.246
2017	11	1	0	0.242
2017	11	2	0	0.236
2017	11	3	0	0.231
2017	11	4	0	0.227
2017	11	5	0	0.23
2017	11	6	0	0.227
2017	11	7	0	0.22
2017	11	8	0	0.218
2017	11	9	0	0.212
2017	11	10	0	0.209
2017	11	11	0	0.209
2017	11	12	0	0.216
2017	11	13	0	0.206
2017	11	14	0	0.195
2017	11	15	0	0.194
2017	11	16	0	0.192
2017	11	17	0	0.188
2017	11	18	0	0.185
2017	11	19	0	0.182
2017	11	20	0	0.18
2017	11	21	0	0.18
2017	11	22	0	0.175
2017	11	23	0	0.172
2017	11	24	0	0.17
2017	11	25	0	0.17
2017	11	26	0	0.168
2017	11	27	0	0.164
2017	11	28	0	0.163
2017	11	29	0	0.162
2017	11	30	0	0.16
2017	12	1	0	0.148
2017	12	2	0	0.147
2017	12	3	0	0.149
2017	12	4	0	0.157
2017	12	5	0	0.146
2017	12	6	0	0.144
2017	12	7	0	0.142
2017	12	8	0	0.143
2017	12	9	0	0.141
2017	12	10	0	0.139
2017	12	11	0	0.14
2017	12	12	0	0.138
2017	12	13	0	0.133
2017	12	14	0	0.134
2017	12	15	0	0.132
2017	12	16	0	0.129
2017	12	17	0	0.128
2017	12	18	0	0.126
2017	12	19	0	0.124
2017	12	20	0	0.123
2017	12	21	0	0.122
2017	12	22	0	0.122
2017	12	23	0	0.12
2017	12	24	0	0.119
2017	12	25	0	0.119
2017	12	26	0	0.117
2017	12	27	0	0.118
2017	12	28	0	0.118
2017	12	29	0	0.113
2017	12	30	0	0.116
2017	12	31	0	0.116
2018	1	1	0	0.111
2018	1	2	0	0.11
2018	1	3	0	0.111
2018	1	4	0	0.119
2018	1	5	0	0.145
2018	1	6	0	0.119
2018	1	7	0	0.113
2018	1	8	0	0.11
2018	1	9	0	0.118
2018	1	10	0	0.11
2018	1	11	0	0.11
2018	1	12	0	0.109
2018	1	13	0	0.11
2018	1	14	0	0.108
2018	1	15	0	0.108
2018	1	16	0	0.108
2018	1	17	0	0.103
2018	1	18	0	0.11
2018	1	19	0	0.103
2018	1	20	0	0.103
2018	1	21	0	0.105
2018	1	22	0	0.095
2018	1	23	0	0.067
2018	1	24	0	0.114
2018	1	25	0	0.095
2018	1	26	0	0.095
2018	1	27	0	0.095
2018	1	28	0	0.095
2018	1	29	0	0.093
2018	1	30	0	0.093
2018	1	31	0	0.089
2018	2	1	0	0.088
2018	2	2	0	0.088
2018	2	3	0	0.088
2018	2	4	0	0.087
2018	2	5	0	0.085
2018	2	6	0	0.085
2018	2	7	0	0.085
2018	2	8	0	0.083
2018	2	9	0	0.082
2018	2	10	0	0.082
2018	2	11	0	0.081
2018	2	12	0	0.08
2018	2	13	0	0.077
2018	2	14	0	0.076
2018	2	15	0	0.078
2018	2	16	0	0.08
2018	2	17	0	0.075
2018	2	18	0	0.074
2018	2	19	0	0.072
2018	2	20	0	0.072
2018	2	21	0	0.071
2018	2	22	0	0.071
2018	2	23	0	0.072
2018	2	24	0	0.072
2018	2	25	0	0.072
2018	2	26	0	0.072
2018	2	27	0	0.071
2018	2	28	0	0.071
2018	3	1	0	0.07
2018	3	2	0	0.068
2018	3	3	0	0.067
2018	3	4	0	0.066
2018	3	5	0	0.067
2018	3	6	0	0.066
2018	3	7	0	0.063
2018	3	8	0	0.062
2018	3	9	0	0.061
2018	3	10	0	0.062
2018	3	11	0	0.062
2018	3	12	0	0.06
2018	3	13	0	0.059
2018	3	14	0	0.057
2018	3	15	0	0.057
2018	3	16	0	0.057
2018	3	17	0	0.056
2018	3	18	0	0.057
2018	3	19	0	0.056
2018	3	20	0	0.055
2018	3	21	0	0.055
2018	3	22	0	0.055
2018	3	23	0	0.055
2018	3	24	0	0.054
2018	3	25	0	0.054
2018	3	26	0	0.053
2018	3	27	0	0.053
2018	3	28	0	0.053
2018	3	29	0	0.053
2018	3	30	0	0.053
2018	3	31	0	0.053
2018	4	1	0	0.051
2018	4	2	0	0.051
2018	4	3	0	0.052
2018	4	4	0	0.055
2018	4	5	0	0.058
2018	4	6	0	0.057
2018	4	7	0	0.065
2018	4	8	0	0.09
2018	4	9	0	0.119
2018	4	10	0	0.115
2018	4	11	0	0.132
2018	4	12	0	0.146
2018	4	13	0	0.137
2018	4	14	0	0.134
2018	4	15	0	0.15
2018	4	16	0	0.181
2018	4	17	0	0.214
2018	4	18	0	0.256
2018	4	19	0	0.312
2018	4	20	0	0.374
2018	4	21	0	0.433
2018	4	22	0	0.534
2018	4	23	0	0.602
2018	4	24	0	0.717
2018	4	25	0	0.749
2018	4	26	0	0.704
2018	4	27	0	0.642
2018	4	28	0	0.661
2018	4	29	0	0.748
2018	4	30	0	0.822
2018	5	1	0	0.784
2018	5	2	0	0.765
2018	5	3	0	0.742
2018	5	4	0	0.821
2018	5	5	0	0.936
2018	5	6	0	1.006
2018	5	7	0	1.128
2018	5	8	0	1.195
2018	5	9	0	1.167
2018	5	10	0	1.044
2018	5	11	0	1.017
2018	5	12	0	1.157
2018	5	13	0	1.254
2018	5	14	0	1.285
2018	5	15	0	1.326
2018	5	16	0	1.134
2018	5	17	0	1.01
2018	5	18	0	0.948
2018	5	19	0	0.921
2018	5	20	0	0.898
2018	5	21	0	0.897
2018	5	22	0	0.909
2018	5	23	0	0.927
2018	5	24	0	0.999
2018	5	25	0	1.104
2018	5	26	0	1.253
2018	5	27	0	1.493
2018	5	28	0	1.602
2018	5	29	0	1.614
2018	5	30	0	1.61
2018	5	31	0	1.682
2018	6	1	0	1.713
2018	6	2	0	1.769
2018	6	3	0	1.708
2018	6	4	0	1.792
2018	6	5	0	2.168
2018	6	6	0	2.033
2018	6	7	0	1.884
2018	6	8	0	1.763
2018	6	9	0	1.71
2018	6	10	0	1.869
2018	6	11	0	1.966
2018	6	12	0	1.964
2018	6	13	0	1.934
2018	6	14	0	1.746
2018	6	15	0	1.528
2018	6	16	0	1.378
2018	6	17	0	1.307
2018	6	18	0	1.262
2018	6	19	0	1.216
2018	6	20	0	1.218
2018	6	21	0	1.311
2018	6	22	0	1.679
2018	6	23	0	1.395
2018	6	24	0	1.23
2018	6	25	0	1.071
2018	6	26	0	0.908
2018	6	27	0	0.805
2018	6	28	0	0.749
2018	6	29	0	0.672
2018	6	30	0	0.714
2018	7	1	0	0.876
2018	7	2	0	0.942
2018	7	3	0	1.007
2018	7	4	0	0.948
2018	7	5	0	0.919
2018	7	6	0	0.944
2018	7	7	0	0.886
2018	7	8	0	0.8
2018	7	9	0	0.77
2018	7	10	0	0.745
2018	7	11	0	0.685
2018	7	12	0	0.637
2018	7	13	0	0.621
2018	7	14	0	0.606
2018	7	15	0	0.596
2018	7	16	0	0.579
2018	7	17	0	0.542
2018	7	18	0	0.519
2018	7	19	0	0.508
2018	7	20	0	0.518
2018	7	21	0	0.557
2018	7	22	0	0.592
2018	7	23	0	0.569
2018	7	24	0	0.542
2018	7	25	0	0.535
2018	7	26	0	0.521
2018	7	27	0	0.503
2018	7	28	0	0.507
2018	7	29	0	0.5
2018	7	30	0	0.487
2018	7	31	0	0.477
2018	8	1	0	0.458
2018	8	2	0	0.522
2018	8	3	0	0.466
2018	8	4	0	0.44
2018	8	5	0	0.432
2018	8	6	0	0.523
2018	8	7	0	0.509
2018	8	8	0	0.461
2018	8	9	0	0.485
2018	8	10	0	0.469
2018	8	11	0	0.443
2018	8	12	0	0.432
2018	8	13	0	0.433
2018	8	14	0	0.471
2018	8	15	0	0.452
2018	8	16	0	0.431
2018	8	17	0	0.422
2018	8	18	0	0.417
2018	8	19	0	0.426
2018	8	20	0	0.411
2018	8	21	0	0.405
2018	8	22	0	0.414
2018	8	23	0	0.418
2018	8	24	0	0.415
2018	8	25	0	0.47
2018	8	26	0	0.49
2018	8	27	0	0.457
2018	8	28	0	0.451
2018	8	29	0	0.45
2018	8	30	0	0.496
2018	8	31	0	0.604
2018	9	1	0	1.024
2018	9	2	0	0.982
2018	9	3	0	0.893
2018	9	4	0	0.793
2018	9	5	0	0.71
2018	9	6	0	0.649
2018	9	7	0	0.654
2018	9	8	0	0.627
2018	9	9	0	0.559
2018	9	10	0	0.537
2018	9	11	0	0.516
2018	9	12	0	0.499
2018	9	13	0	0.503
2018	9	14	0	0.508
2018	9	15	0	0.49
2018	9	16	0	0.464
2018	9	17	0	0.448
2018	9	18	0	0.442
2018	9	19	0	0.43
2018	9	20	0	0.417
2018	9	21	0	0.407
2018	9	22	0	0.419
2018	9	23	0	0.413
2018	9	24	0	0.514
2018	9	25	0	0.425
2018	9	26	0	0.392
2018	9	27	0	0.368
2018	9	28	0	0.349
2018	9	29	0	0.337
2018	9	30	0	0.33
2018	10	1	0	0.347
2018	10	2	0	0.334
2018	10	3	0	0.326
2018	10	4	0	0.319
2018	10	5	0	0.314
2018	10	6	0	0.308
2018	10	7	0	0.302
2018	10	8	0	0.295
2018	10	9	0	0.288
2018	10	10	0	0.282
2018	10	11	0	0.276
